Nome;Link;Avaliacao;Preço Antigo;Parcelas;Preço Parcelado;Preço a Vista
Smartphone Motorola Moto G 5G Plus 128GB;https://www.magazineluiza.com.br/smartphone-motorola-moto-g-5g-plus-128gb-lilas-prisma-8gb-ram-tela-67-cam-quadrupla/p/228849200/te/motg/;4.4 (88);3498,0;R$ 1.990,00 em 10x de R$ 199,00 sem juros;1990,0;1619,1
"Smartphone 12 128GB 4GB RAM Dual SIM Tela 6.79"" - Preto";https://www.magazineluiza.com.br/smartphone-12-128gb-4gb-ram-dual-sim-tela-6-79-preto/p/bj2f92dd6j/te/tcsp/;ou ;459,9;R$ 2.419,00 em 10x de R$ 241,90 sem juros;2419,0;1034,99
"Smartphone N0T 13 Pro 256GB 8GB RAM Dual SIM Tela 6.67"" - Preto";https://www.magazineluiza.com.br/smartphone-n0t-13-pro-256gb-8gb-ram-dual-sim-tela-6-67-preto/p/cad4b91598/te/tcsp/;ou ;999,0;R$ 1.398,98 em 10x de R$ 139,90 sem juros;1398,98;1592,99
Smartphone Celular Telefone Para Idoso Vovô Vovó 64GB (32+32GB) 2 Chips 4G Letras Números Grandes;https://www.magazineluiza.com.br/smartphone-celular-telefone-para-idoso-vovo-vovo-64gb-32-32gb-2-chips-4g-letras-numeros-grandes-smartbros/p/gceff6fd48/te/smul/;3.0 (1);4499,0;R$ 1.998,76 em 12x de R$ 166,56 sem juros;1998,76;509,92
"Smartphone 13C 128GB 4GB RAM Dual SIM Tela 6.71"" - Verde";https://www.magazineluiza.com.br/smartphone-13c-128gb-4gb-ram-dual-sim-tela-6-71-verde/p/hj0b490hh2/te/tcsp/;ou ;1999,0;R$ 1.467,90 em 10x de R$ 146,79 sem juros;1467,9;944,99
Smartphone Multilaser F Pro 2 Dual SIM 4G 32GB Tela 5.5 Preto P9152;https://www.magazineluiza.com.br/smartphone-multilaser-f-pro-2-dual-sim-4g-32gb-tela-5-5-preto-p9152/p/dagckbe05g/te/smul/;4.0 (1);389,9;R$ 866,90 em 7x de R$ 123,84 sem juros;866,9;539,99
"Smartphone Samsung Galaxy S22 256GB Rosé 5G Octa-Core 8GB 6,1"" RAM Câm. Tripla + Selfie 10MP Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s22-256gb-rose-5g-octa-core-8gb-61-ram-cam-tripla-selfie-10mp-dual-chip/p/237062400/te/gs22/;4.7 (1017);10999,0;R$ 869,90 em 7x de R$ 124,27 sem juros;869,9;3419,1
Smartphone LG G7 ThinQ 64GB Preto 4G Octa Core;https://www.magazineluiza.com.br/smartphone-lg-g7-thinq-64gb-preto-4g-octa-core-4gb-ram-tela-61-cam-dupla-cam-selfie-8mp/p/221210800/te/telg/;4.8 (19);3299,0;R$ 5.298,00 em 10x de R$ 529,80 sem juros;5298,0;1799,1
"Smartphone Samsung Galaxy A15 6,5"" 256GB Azul Claro 4G 8GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-256gb-azul-claro-4g-8gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237216600/te/ga15/;4.8 (8938);2699,0;R$ 1.221,11 em 10x de R$ 122,11 sem juros;1221,11;989,1
"Smartphone Samsung Galaxy A55 128GB Azul Escuro 5G 8GB RAM 6,6"" Câm. Tripla + Selfie 32MP Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a55-128gb-azul-escuro-5g-8gb-ram-66-cam-tripla-selfie-32mp-dual-chip/p/238157600/te/ga55/;4.8 (2481);6499,0;R$ 2.599,00 em 10x de R$ 259,90 sem juros;2599,0;1791,0
Smartphone Celular Xiaomi Redmi Note 13 Pro 5G BR 8GB 256GB PRETO;https://www.magazineluiza.com.br/smartphone-celular-xiaomi-redmi-note-13-pro-5g-br-8gb-256gb-preto/p/dhad98gk50/te/xiao/;ou ;1200,0;R$ 1.998,98 em 10x de R$ 199,90 sem juros;1998,98;2177,1
Smartphone Celular Xiaomi redmi 13c 4gb 128gb;https://www.magazineluiza.com.br/smartphone-celular-xiaomi-redmi-13c-4gb-128gb/p/ee5ggjca08/te/xiao/;5.0 (1);8999,0;R$ 5.199,00 em 10x de R$ 519,90 sem juros;5199,0;1398,98
Celular Motorola Moto G9 Plus XT2087 128gb Dual;https://www.magazineluiza.com.br/celular-motorola-moto-g9-plus-xt2087-128gb-dual/p/gfe42ek0g0/te/g9py/;4.8 (4);2848,0;R$ 699,90 em 5x de R$ 139,98 sem juros;699,9;1998,76
Celular Zte R260 Branco PARA IDOSO;https://www.magazineluiza.com.br/celular-zte-r260-branco-para-idoso/p/kk78h94e6d/te/tcsp/;no Pix ;1799,0;R$ 1.660,00 em 10x de R$ 166,00 sem juros;1660,0;129,99
Smartphone Xiaomi 14C 256GB 4G;https://www.magazineluiza.com.br/smartphone-xiaomi-14c-256gb-4g/p/fk53cajfca/te/xiao/;ou ;2699,0;R$ 1.599,90 em 10x de R$ 159,99 sem juros;1599,9;1321,11
Smartphone Samsung Galaxy A03 Core - Preto;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a03-core-preto/p/jg9bk4agh9/te/ga03/;ou ;1500,0;R$ 2.799,99 em 10x de R$ 280,00 sem juros;2799,99;797,55
Smartphone Xiaomi Redmi A3 4GB Ram 128GB;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-a3-4gb-ram-128gb/p/ajkjhj2bce/te/xiao/;ou ;4499,0;R$ 2.599,00 em 10x de R$ 259,90 sem juros;2599,0;800,31
Smartphone Xiaomi_14T 5G 512GB 12GB RAM Dual SIM Global;https://www.magazineluiza.com.br/smartphone-xiaomi-14t-5g-512gb-12gb-ram-dual-sim-global/p/dd716k0kb8/te/tcsp/;ou ;1799,0;R$ 1.221,11 em 10x de R$ 122,11 sem juros;1221,11;5298,0
"Smartphone Samsung Galaxy A15 6,5"" 256GB Azul Escuro 5G 8GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-256gb-azul-escuro-5g-8gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237215700/te/ga15/;4.8 (3052);1499,0;R$ 1.650,00 em 10x de R$ 165,00 sem juros;1650,0;1099,0
Samsung Galaxy S23 FE 5G Smartphone Android 128GB Creme;https://www.magazineluiza.com.br/samsung-galaxy-s23-fe-5g-smartphone-android-128gb-creme/p/237986000/te/s23f/;4.7 (3033);1659,9;R$ 8.915,00 em 10x de R$ 891,50 sem juros;8915,0;2469,05
Smartphone Xiaomi Poco X6 8gb 256gb Preto;https://www.magazineluiza.com.br/smartphone-xiaomi-poco-x6-8gb-256gb-preto/p/ja1ajg540e/te/xiao/;ou ;514,05;R$ 2.799,99 em 10x de R$ 280,00 sem juros;2799,99;1959,0
Celular Simples Para Idosos com rede 4g;https://www.magazineluiza.com.br/celular-simples-para-idosos-com-rede-4g-positivo/p/agj580e506/te/ceba/;no Pix ;1899,9;R$ 3.098,00 em 10x de R$ 309,80 sem juros;3098,0;187,44
Smartphone Samsung Galaxy S22+256GB Branco 5GB 8GB;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s22-256gb-branco-5gb-8gb/p/234440400/te/s22m/;4.8 (215);2999,0;R$ 1.249,99 em 10x de R$ 125,00 sem juros;1249,99;4679,1
Smartphone Positivo Twist S514 - 64GB;https://www.magazineluiza.com.br/smartphone-positivo-twist-s514-64gb/p/bj241be6g5/te/spst/;ou ;13967,9;R$ 3.199,00 em 10x de R$ 319,90 sem juros;3199,0;629,91
Smartphone M6-Pro 256gb 8gb Ram Global;https://www.magazineluiza.com.br/smartphone-m6-pro-256gb-8gb-ram-global-smp/p/dcjb0egh8f/te/tcsp/;5.0 (8);10967,9;R$ 938,00 em 7x de R$ 134,00 sem juros;938,0;1527,2
Celular Multi Up Play Preto P9076;https://www.magazineluiza.com.br/celular-multi-up-play-preto-p9076/p/eec6773j8d/te/ceba/;no Pix ;1999,0;R$ 1.228,29 em 10x de R$ 122,83 sem juros;1228,29;89,9
Smartphone Xiaomi Redmi Note 13 8gb Ram 256gb;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-note-13-8gb-ram-256gb/p/jde6041bbe/te/xiao/;5.0 (2);4499,0;R$ 1.649,00 em 10x de R$ 164,90 sem juros;1649,0;1471,91
Smartphone Pocophone X6 PRO 512GB 12GB Preto 5G - Xiaomi;https://www.magazineluiza.com.br/smartphone-pocophone-x6-pro-512gb-12gb-preto-5g-xiaomi/p/chb409d4dj/te/xiao/;ou ;3399,99;R$ 4.769,00 em 10x de R$ 476,90 sem juros;4769,0;2519,99
Samsung Galaxy S23 FE 5G Smartphone Android 128GB Verde;https://www.magazineluiza.com.br/samsung-galaxy-s23-fe-5g-smartphone-android-128gb-verde/p/237985600/te/s23f/;4.7 (3033);1299,99;R$ 8.949,00 em 10x de R$ 894,90 sem juros;8949,0;2469,05
"Smartphone Samsung Galaxy A15 6,5"" 256GB Azul Claro 5G 8GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-256gb-azul-claro-5g-8gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237215900/te/ga15/;4.8 (3052);1199,9;R$ 1.899,90 em 10x de R$ 189,99 sem juros;1899,9;1099,0
Smartphone galaxy a52s 128gb 6gb ram preto;https://www.magazineluiza.com.br/smartphone-galaxy-a52s-128gb-6gb-ram-preto-samsung/p/gaga82909k/te/ga52/;ou ;1399,99;R$ 1.149,90 em 9x de R$ 127,77 sem juros;1149,9;1650,0
Smartphone Samsung Galaxy S24 Ultra 6,8” Galaxy AI;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-ultra-68-galaxy-ai-256gb-smartwatch-samsung-galaxy-watch7/p/239068700/te/s24u/;ou ;1199,99;R$ 1.986,66 em 10x de R$ 198,67 sem juros;1986,66;8023,5
Smartphone Pocophone X6 PRO 512GB 12GB Preto 5G - Xiaomi;https://www.magazineluiza.com.br/smartphone-pocophone-x6-pro-512gb-12gb-preto-5g-xiaomi/p/ch75d9f5ae/te/xiao/;ou ;4499,0;R$ 1.450,00 em 10x de R$ 145,00 sem juros;1450,0;2519,99
Smartphone Poco_X6 Pro 5G 512GB 12GB RAM;https://www.magazineluiza.com.br/smartphone-poco-x6-pro-5g-512gb-12gb-ram-pocox6pro/p/hhhd969cah/te/tcsp/;5.0 (1);1999,0;R$ 1.555,98 em 10x de R$ 155,60 sem juros;1555,98;3098,0
Smartphone xiaomi redmi 13c 8gb 256gb verde;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-13c-8gb-256gb-verde/p/dbbh09e336/te/xiao/;ou ;899,99;R$ 1.269,00 em 10x de R$ 126,90 sem juros;1269,0;1149,99
Smartphone X5 Pro 5G Dual Sim 8Gb 256Gb Preto;https://www.magazineluiza.com.br/smartphone-x5-pro-5g-dual-sim-8gb-256gb-preto-xiaomi/p/jda53gjjfe/te/xiao/;ou ;1999,9;R$ 1.399,19 em 10x de R$ 139,92 sem juros;1399,19;2943,08
Smartphone redmi a3 4gb ram 128gb;https://www.magazineluiza.com.br/smartphone-redmi-a3-4gb-ram-128gb-xiaomi/p/haj5jd50c6/te/xiao/;ou ;3218,85;R$ 1.099,00 em 10x de R$ 109,90 sem juros;1099,0;938,0
"Smartphone celular Xiaomi Redmi 13C CINZA / PRETO Dual SIM de 256GB / 8GB RAM de 6.74"" 50 + 2 + 2MP / 8MP";https://www.magazineluiza.com.br/smartphone-celular-xiaomi-redmi-13c-cinza-preto-dual-sim-de-256gb-8gb-ram-de-6-74-50-2-2mp-8mp/p/dh67jk06e7/te/xiao/;5.0 (1);2699,0;R$ 1.590,00 em 10x de R$ 159,00 sem juros;1590,0;1228,29
"Smartphone Samsung Galaxy A35 128GB Rosa 5G 6GB RAM 6,6"" Câm. Tripla + Selfie 13MP Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a35-128gb-rosa-5g-6gb-ram-66-cam-tripla-selfie-13mp-dual-chip/p/238156400/te/ga35/;4.8 (1079);6499,0;R$ 879,99 em 7x de R$ 125,71 sem juros;879,99;1484,1
"Smartphone Samsung Galaxy S24 6,2"" Galaxy AI 256GB Preto 5G 8GB RAM Câm. Tripla 50MP + Selfie 12MP Bateria 4000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-62-galaxy-ai-256gb-preto-5g-8gb-ram-cam-tripla-50mp-selfie-12mp-bateria-4000mah-dual-chip/p/238095300/te/gs24/;4.8 (95);1899,0;R$ 1.789,00 em 10x de R$ 178,90 sem juros;1789,0;4292,1
Smartphone Samsung Galaxy S24 Ultra 6,8” Galaxy AI;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-ultra-68-galaxy-ai-512gb-fone-de-ouvido-bluetooth-galaxy-buds-3/p/239063300/te/s24u/;5.0 (1);13747,9;R$ 1.399,99 em 10x de R$ 140,00 sem juros;1399,99;8054,1
Smartphone Redmi Note 13 5G 8GB RAM 256GB;https://www.magazineluiza.com.br/smartphone-redmi-note-13-5g-8gb-ram-256gb-xiaomi/p/jb26kgc15b/te/xiao/;4.3 (4);2800,0;R$ 1.699,99 em 10x de R$ 170,00 sem juros;1699,99;1747,91
Smartphone Realme C61 4G 256GB - 8Gb Ram Anatel;https://www.magazineluiza.com.br/smartphone-realme-c61-4g-256gb-8gb-ram-anatel/p/af35b860ea/te/tcsp/;ou ;8698,0;R$ 1.115,00 em 9x de R$ 123,89 sem juros;1115,0;1149,9
Smartphone Samsung Galaxy M55 5G 256GB 8GB 6,7” OctaCore;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-m55-5g-256gb-8gb-67-octacore/p/de2k0bj1eg/te/galx/;5.0 (3);1799,0;R$ 2.199,99 em 10x de R$ 220,00 sem juros;2199,99;1787,99
Smartphone xiaomi redmi 13c 256gb / 8gb ram;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-13c-256gb-8gb-ram/p/kcdkb7fa29/te/xiao/;4.0 (1);2699,0;R$ 935,50 em 7x de R$ 133,64 sem juros;935,5;1377,5
Smartphone M6 Pro 4G 256Gb 8Gb Ram Roxo;https://www.magazineluiza.com.br/smartphone-m6-pro-4g-256gb-8gb-ram-roxo/p/eja7f3kkgk/te/tcsp/;5.0 (1);899,99;R$ 1.123,99 em 9x de R$ 124,89 sem juros;1123,99;1322,58
Smartphone Celular Xiaomi Redmi 13c 8gb 256gb Verde;https://www.magazineluiza.com.br/smartphone-celular-xiaomi-redmi-13c-8gb-256gb-verde/p/jc653gb9d7/te/xiao/;ou ;1800,0;R$ 2.599,00 em 10x de R$ 259,90 sem juros;2599,0;1167,48
Smartphone Xiaomi Redmi Note 13 8gb Ram 256gb;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-note-13-8gb-ram-256gb/p/ce1j0595h4/te/xiao/;ou ;1792,85;R$ 1.099,00 em 10x de R$ 109,90 sem juros;1099,0;1371,21
"Smartphone Samsung Galaxy A15 6,5"" 256GB Azul Escuro 4G 8GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-256gb-azul-escuro-4g-8gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237216500/te/ga15/;4.8 (8938);1599,99;R$ 1.099,90 em 9x de R$ 122,21 sem juros;1099,9;989,1
"Smartphone Samsung Galaxy A35 128GB Azul Escuro 5G 6GB RAM 6,6"" Câm. Tripla + Selfie 13MP Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a35-128gb-azul-escuro-5g-6gb-ram-66-cam-tripla-selfie-13mp-dual-chip/p/238155900/te/ga35/;4.8 (1079);9467,9;R$ 999,90 em 12x de R$ 83,33 sem juros;999,9;1431,0
Smartphone xiaomi redmi a3 4gb+128gb, azul;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-a3-4gb-128gb-azul/p/ccb94j0cja/te/ceba/;5.0 (1);4499,0;R$ 1.299,98 em 10x de R$ 130,00 sem juros;1299,98;791,99
Smartphone Samsung Galaxy A35 128GB Azul Escuro;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a35-128gb-azul-escuro-5g-6gb-ram-smartband-samsung-galaxy-fit3-prata/p/239004900/te/ga35/;4.2 (6);1799,0;R$ 1.265,89 em 10x de R$ 126,59 sem juros;1265,89;1610,1
Smartphone Celular Xiaomi Redmi 13c 4gb 128gb;https://www.magazineluiza.com.br/smartphone-celular-xiaomi-redmi-13c-4gb-128gb/p/hb15d14gc0/te/xiao/;5.0 (1);2999,0;R$ 1.189,90 em 9x de R$ 132,21 sem juros;1189,9;1371,99
Smartphone xiaomi redmi 12 5g 4gb+128gb azul;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-12-5g-4gb-128gb-azul/p/dd58j5b04b/te/xiao/;4.0 (2);1599,9;R$ 1.969,90 em 10x de R$ 196,99 sem juros;1969,9;1699,99
Celular Oppo A40 256 + 4 Ram;https://www.magazineluiza.com.br/celular-oppo-a40-256-4-ram/p/kakf481g7c/te/oppo/;ou ;2000,0;R$ 1.110,00 em 9x de R$ 123,33 sem juros;1110,0;1003,5
Smartphone Motorola Moto G71 128GB Verde 5G;https://www.magazineluiza.com.br/smartphone-motorola-moto-g71-128gb-verde-5g/p/234606600/te/mg71/;4.7 (82);2000,0;R$ 3.499,99 em 10x de R$ 350,00 sem juros;3499,99;1979,99
Smartphone de Utilização para IDOSO 64gb;https://www.magazineluiza.com.br/smartphone-de-utilizacao-para-idoso-64gb/p/cg3kfeaajk/te/tcsp/;ou ;2600,0;R$ 2.149,99 em 10x de R$ 215,00 sem juros;2149,99;935,5
Smartphone Samsung Galaxy A10s 32GB Vermelho;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a10s-32gb-vermelho-4g-2gb-ram-62-cam-dupla-selfie-8mp/p/155568500/te/s10s/;4.4 (82);1699,99;R$ 8.419,54 em 10x de R$ 841,95 sem juros;8419,54;1011,59
Samsung Galaxy S23 FE 5G Smartphone Android 128GB Grafite;https://www.magazineluiza.com.br/samsung-galaxy-s23-fe-5g-smartphone-android-128gb-grafite/p/237985800/te/s23f/;4.7 (3033);1799,0;R$ 2.198,00 em 10x de R$ 219,80 sem juros;2198,0;2469,05
"Smartphone Samsung Galaxy A15 6,5"" 256GB Verde Claro 4G 8GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-256gb-verde-claro-4g-8gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237216200/te/ga15/;4.8 (8938);4927,9;R$ 699,90 em 12x de R$ 58,33 sem juros;699,9;989,1
Smartphone Galaxy A15 128GB Samsung;https://www.magazineluiza.com.br/smartphone-galaxy-a15-128gb-samsung/p/ga26079gkj/te/ga15/;ou ;1899,9;R$ 899,00 em 12x de R$ 74,92 sem juros;899,0;1099,9
Smartphone Celular Telefone Idoso Nokia 4G 128GB Tela 6,5” Câm 50MP Android 12 até 3 dias de Bateria;https://www.magazineluiza.com.br/smartphone-celular-telefone-idoso-nokia-4g-128gb-tela-65-cam-50mp-android-12-ate-3-dias-de-bateria/p/bdee376dck/te/noki/;5.0 (1);2999,0;R$ 1.276,67 em 7x de R$ 182,38 sem juros;1276,67;849,92
Smartphone xiaomi redmi 13c 4gb 128gb azul;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-13c-4gb-128gb-azul/p/ejab07ae40/te/xiao/;5.0 (2);13747,9;R$ 4.699,00 em 10x de R$ 469,90 sem juros;4699,0;1299,98
Celular Zte R236 para idoso.;https://www.magazineluiza.com.br/celular-zte-r236-para-idoso/p/chg98fe2e7/te/ceba/;no Pix ;10967,9;R$ 8.409,99 em 10x de R$ 841,00 sem juros;8409,99;129,99
Smartphone 14c 256GB armazenamento 8GB Ram Preto black;https://www.magazineluiza.com.br/smartphone-14c-256gb-armazenamento-8gb-ram-preto-black-x-i-a-o-m-i/p/fjkc2j8163/te/xiao/;ou ;4927,9;R$ 1.099,00 em 10x de R$ 109,90 sem juros;1099,0;1265,89
Smartphone Redmi 13C 8GB RAM 256GB Azul;https://www.magazineluiza.com.br/smartphone-redmi-13c-8gb-ram-256gb-azul-xiaomi/p/egk2a3kbg5/te/xiao/;ou ;1999,0;R$ 1.990,00 em 10x de R$ 199,00 sem juros;1990,0;1094,71
Smartphone Redmi Note 13 5G 8GB RAM 256GB;https://www.magazineluiza.com.br/smartphone-redmi-note-13-5g-8gb-ram-256gb-xiaomi/p/bb61f7e7gc/te/xiao/;4.3 (4);4499,0;R$ 1.019,99 em 8x de R$ 127,50 sem juros;1019,99;1812,31
Celular Oppo A40 256 + 4 Ram Lílas;https://www.magazineluiza.com.br/celular-oppo-a40-256-4-ram-lilas/p/fddc9b9ek3/te/oppo/;ou ;1299,99;R$ 899,00 em 7x de R$ 128,43 sem juros;899,0;999,0
Smartphone xiaomi redmi note 13 pro 5g 8gb 256gb, roxo;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-note-13-pro-5g-8gb-256gb-roxo/p/fa831e46fd/te/tcsp/;ou ;1300,0;R$ 1.299,99 em 10x de R$ 130,00 sem juros;1299,99;3499,99
Smartphone Pσco X6 256GB (12GB RAM) Preto;https://www.magazineluiza.com.br/smartphone-psco-x6-256gb-12gb-ram-preto/p/hje4fea252/te/tcsp/;5.0 (1);12867,9;R$ 1.209,99 em 10x de R$ 121,00 sem juros;1209,99;1934,99
Smartphone Samsung Z Flip 5 512GB Grafite 5G;https://www.magazineluiza.com.br/smartphone-samsung-z-flip-5-512gb-grafite-5g/p/kf1c0h58fc/te/galx/;5.0 (1);4499,0;R$ 587,05 em 4x de R$ 146,76 sem juros;587,05;8419,54
Smartphone Samsung Galaxy A35 256GB Azul Claro;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a35-256gb-azul-claro-5g-8gb-ram-smartband-samsung-galaxy-fit3-prata/p/239005100/te/ga35/;ou ;1999,0;R$ 689,99 em 5x de R$ 138,00 sem juros;689,99;1978,2
Smartphone Celular Idoso Vovó Vovô 2GB / 128GB Memória Tela Grande 6,5 Polegadas 4G Botão SOS;https://www.magazineluiza.com.br/smartphone-celular-idoso-vovo-vovo-2gb-128gb-memoria-tela-grande-65-polegadas-4g-botao-sos-smartbros/p/ak0eb9b6hg/te/smul/;5.0 (1);1700,0;R$ 999,00 em 8x de R$ 124,88 sem juros;999,0;594,92
Celular Galaxy A05 128gb A055 Samsung;https://www.magazineluiza.com.br/celular-galaxy-a05-128gb-a055-samsung/p/bcgd2gfkd6/te/ga05/;ou ;1799,99;R$ 9.499,00 em 10x de R$ 949,90 sem juros;9499,0;809,1
Celular Para Idoso Simples Positivo P26;https://www.magazineluiza.com.br/celular-para-idoso-simples-positivo-p26/p/be57j4kj7d/te/ceba/;no Pix ;1600,0;R$ 1.221,11 em 10x de R$ 122,11 sem juros;1221,11;129,99
Smartphone TCL 40 SE 256GB Grafite;https://www.magazineluiza.com.br/smartphone-tcl-40-se-256gb-grafite/p/cdhj4kjeaa/te/stcl/;4.8 (6);13967,9;R$ 2.599,00 em 10x de R$ 259,90 sem juros;2599,0;1149,0
Smartphone Samsung Galaxy S20+ 128GB Cosmic Black;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s20-128gb-cosmic-black-8gb-ram-67-cam-quadrupla-selfie-10mp/p/225172700/te/gs2m/;ou ;2699,0;R$ 9.015,00 em 10x de R$ 901,50 sem juros;9015,0;4229,1
Smartphone Samsung Galaxy S24 Ultra 6,8” Galaxy;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-ultra-68-galaxy-ai-256gb-fone-de-ouvido-bluetooth-buds-2-pro/p/239039200/te/s24u/;ou ;6499,0;R$ 2.480,90 em 10x de R$ 248,09 sem juros;2480,9;7568,99
"Smartphone Samsung Galaxy A15 6,5"" 256GB Azul Claro 4G 8GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-256gb-azul-claro-4g-8gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237216600/te/ga15/;4.8 (8938);2413,85;R$ 799,00 em 6x de R$ 133,17 sem juros;799,0;989,1
"Smartphone Samsung Galaxy A55 128GB Azul Escuro 5G 8GB RAM 6,6"" Câm. Tripla + Selfie 32MP Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a55-128gb-azul-escuro-5g-8gb-ram-66-cam-tripla-selfie-32mp-dual-chip/p/238157600/te/ga55/;4.8 (2481);1599,99;R$ 2.138,00 em 10x de R$ 213,80 sem juros;2138,0;1791,0
"Smartphone 13C 128GB 4GB RAM Dual SIM Tela 6.71"" - Verde";https://www.magazineluiza.com.br/smartphone-13c-128gb-4gb-ram-dual-sim-tela-6-71-verde/p/ck91bkaghf/te/tcsp/;ou ;1799,0;R$ 413,91 em 12x de R$ 34,49 sem juros;413,91;917,99
"Celular Samsung Galaxy A05s 128GB, 6GB RAM, Tela Infinita de 6.7""";https://www.magazineluiza.com.br/celular-samsung-galaxy-a05s-128gb-6gb-ram-tela-infinita-de-6-7/p/feah46f74k/te/ga05/;4.8 (261);2699,0;R$ 699,00 em 5x de R$ 139,80 sem juros;699,0;899,0
"Smartphone 14C 256GB - 8GB RAM - Dual Sim 6.88"" Midnight Black (Preto)";https://www.magazineluiza.com.br/smartphone-14c-256gb-8gb-ram-dual-sim-6-88-midnight-black-preto/p/gg48eagdg0/te/tcsp/;ou ;198,8;R$ 1.819,99 em 10x de R$ 182,00 sem juros;1819,99;1169,99
"Smartphone 12 128GB 4GB RAM Dual SIM Tela 6.79"" - Azul";https://www.magazineluiza.com.br/smartphone-12-128gb-4gb-ram-dual-sim-tela-6-79-azul/p/dd0ehd851a/te/tcsp/;ou ;1200,0;R$ 1.249,99 em 10x de R$ 125,00 sem juros;1249,99;1088,99
Smartphone Positivo Twist 4 1Gb Ram 5,5 Black Piano;https://www.magazineluiza.com.br/smartphone-positivo-twist-4-1gb-ram-55-black-piano-positivo-telecom/p/jg5a5cc21g/te/spst/;ou ;13967,9;R$ 2.599,00 em 10x de R$ 259,90 sem juros;2599,0;498,99
Celular Xi Red 6 4GB 64GB Smartphone com Tela de 5.45, e Reconhecimento Facial AI Integrado, Cinza;https://www.magazineluiza.com.br/celular-xi-red-6-4gb-64gb-smartphone-com-tela-de-5-45-e-reconhecimento-facial-ai-integrado-cinza-a1/p/dc9ck06d6b/te/tcsp/;4.0 (1);1300,0;R$ 1.221,11 em 10x de R$ 122,11 sem juros;1221,11;689,99
Smartphone Philco Hit P12 128GB Dark Blue 4G 4GB RAM Tela 6,52” Câm. Quádrupla + Selfie 8MP;https://www.magazineluiza.com.br/smartphone-philco-hit-p12-128gb-dark-blue-4g-4gb-ram-tela-652-cam-quadrupla-selfie-8mp/p/233991300/te/clph/;4.4 (41);2800,0;R$ 367,90 em 3x de R$ 122,63 sem juros;367,9;899,1
"Smartphone Asus Rog Phone 6D Ultimate 512GB Cinza 5G Mediatek 16GB RAM 6,78"" Câm. Tripla + Selfie 12MP Dual Chip";https://www.magazineluiza.com.br/smartphone-asus-rog-phone-6d-ultimate-512gb-cinza-5g-mediatek-16gb-ram-678-cam-tripla-selfie-12mp-dual-chip/p/237180500/te/tcsp/;ou ;4499,0;R$ 1.049,99 em 8x de R$ 131,25 sem juros;1049,99;8549,1
