Nome;Link;Avaliacao;Parcelas;Preço Parcelado;Preço a Vista;Site;Data da Coleta;Quantidade de Avaliações
Smartphone Motorola Edge 50 Fusion 5G - 256GB 8GB RAM + 8GB RAM Boost 50MP Sony AI Camera IP68 NFC Blue Teal  ;https://www.amazon.com.br/Smartphone-Motorola-Edge-50-Fusion/dp/B0D54KKDGV/ref=cs_sr_dp_1?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-10&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751;4,7;em até 12x de R$ 194,00 sem juros;194,0;2095,19;Amazon;23/11/2024 13:11:44;111
Smartphone Moto G54 5G 8GB RAM Boost* 128GB Azul  ;https://www.amazon.com.br/Smartphone-Moto-G54-128GB-Azul/dp/B0CGVXKWYJ/ref=sr_1_11?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-11&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,7;em até 10x de R$ 119,99 sem juros;119,99;1199,9;Amazon;23/11/2024 13:11:44;178
"Smartphone Motorola Moto G73 5G 128GB - Azul, RAM 8GB, Câmera 50MP, Selfie 16MP e Tela 6,5""  ";https://www.amazon.com.br/Smartphone-Motorola-Moto-G73-128GB/dp/B0C8PB9JHM/ref=sr_1_12?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-12&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,6;em até 10x de R$ 111,90 sem juros;111,9;1119,0;Amazon;23/11/2024 13:11:44;259
Smartphone Moto G54 5G 8GB RAM Boost* 128GB Grafite  ;https://www.amazon.com.br/Smartphone-Moto-G54-128GB-Grafite/dp/B0CGVXNJ33/ref=sr_1_13?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-13&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,7;em até 10x de R$ 137,98 sem juros;137,98;1378,99;Amazon;23/11/2024 13:11:44;677
Smartphone Motorola Edge 40 Neo 256GB 8GB RAM + 8GB RAM Boost Caneel Bay - Vegan Leather  ;https://www.amazon.com.br/Smartphone-Motorola-Edge-256GB-Caneel/dp/B0CGVWDTTL/ref=cs_sr_dp_1?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-14&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751;4,7;em até 12x de R$ 148,12 sem juros;148,12;1687,83;Amazon;23/11/2024 13:11:44;1.733
Smartphone Motorola Edge 50 Pro 5G - 256GB 24GB Ram Boost 50MP Ultra-Pixel AI Camera IP68 NFC  ;https://www.amazon.com.br/Smartphone-Motorola-Edge-Pro-Ultra-Pixel/dp/B0DJG4LK79/ref=sr_1_15?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-15&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;5,0;em até 12x de R$ 270,57 com juros;270,57;2899,0;Amazon;23/11/2024 13:11:44;2
Smartphone Motorola Moto G04s - 128GB 4GB RAM + 4GB RAM Boost Camera 16MP com Moto AI sensor FPS lateral Grafite  ;https://www.amazon.com.br/Smartphone-Motorola-Moto-G04s-lateral/dp/B0D5296M56/ref=cs_sr_dp_1?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-16&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,7;em até 12x de R$ 68,04 com juros;68,04;729,0;Amazon;23/11/2024 13:11:44;816
Smartphone Motorola Edge 50 Neo 5G - 256GB 8GB RAM + 8GB RAM Boost 50MP Sony Camera Moto AI IP68 NFC - Grisaille Vegan Leather  ;https://www.amazon.com.br/Smartphone-Motorola-Edge-Neo-Grisaille/dp/B0DG3YPZV1/ref=cs_sr_dp_1?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-17&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751;5,0;em até 12x de R$ 224,99 sem juros;224,99;2429,1;Amazon;23/11/2024 13:11:44;6
Samsung Galaxy S23 5G 256GB Tela 6.1'' 8GB RAM IP68 Processador Qualcomm Snapdragon 8 Gen 2 Câmera Tripla de até 50MP + Selfie 12MP - Preto  ;https://www.amazon.com.br/Samsung-Galaxy-Processador-Qualcomm-Snapdragon/dp/B0BRT4SYBW/ref=cs_sr_dp_1?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-18&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751;4,8;em até 12x de R$ 260,33 sem juros;260,33;2811,56;Amazon;23/11/2024 13:11:44;1.824
Smartphone Motorola Moto g75 5G 256GB 16GB Ram Boost 50MP Sony Camera com AI Ultrarresistencia militar - Azul  ;https://www.amazon.com.br/Smartphone-Motorola-Camera-Ultrarresistencia-militar/dp/B0DK7ZXXRD/ref=sr_1_19?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-19&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;0;em até 10x de R$ 229,90 sem juros;229,9;2299,0;Amazon;23/11/2024 13:11:44;0
"Samsung Galaxy M55 5G, Câmera Tripla Traseira de até 50MP, Selfie de 50MP, Nightography, Apagador de objetos, Tela Super AMOLED + de 6.7"" 120Hz Vision Booster, 256 GB, 8GB de RAM - Azul Escuro  ";https://www.amazon.com.br/Samsung-Traseira-Nightography-Apagador-objetos/dp/B0CZ29NQN4/ref=cs_sr_dp_1?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-20&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,5;em até 10x de R$ 168,90 sem juros;168,9;1689,0;Amazon;23/11/2024 13:11:44;97
"Xiaomi Redmi Note 13 5G - 8 + 256 GB, tela AMOLED FHD + 120 Hz de 6,67 "", MediaTek Dimensity 6080, câmera tripla de até 108 MP, carregamento rápido de 33 W (Preto)  ";https://www.amazon.com.br/Xiaomi-Redmi-Note-Dimensity-carregamento/dp/B0CLM7WRYY/ref=cs_sr_dp_1?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-21&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,7;em até 10x de R$ 158,50 sem juros;158,5;1585,0;Amazon;23/11/2024 13:11:44;2.370
"Samsung Galaxy A55 5G, Câmera Tripla Traseira de até 50MP, Selfie de 32MP, Nightography, Apagador de objetos, Design em metal e vidro, IP67, Super AMOLED 6.6"" 120Hz Vision Booster, 128GB - Azul Escuro  ";https://www.amazon.com.br/Samsung-Traseira-Nightography-Apagador-objetos/dp/B0CX259H7F/ref=cs_sr_dp_1?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-22&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,8;em até 10x de R$ 173,90 sem juros;173,9;1739,0;Amazon;23/11/2024 13:11:44;1.498
Celular Realme C63 256gb Dual Sim 8gb Smartphone Original Azul  ;https://www.amazon.com.br/Celular-Realme-256gb-Smartphone-Original/dp/B0DCZX5K6Z/ref=sr_1_23?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-23&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,0;em até 12x de R$ 113,77 com juros;113,77;1219,0;Amazon;23/11/2024 13:11:44;5
"Smartfone Xiaomi POCO C65 com 8GB de RAM, 256GB de armazenamento, processador Helio G85 Octa Core, bateria de 5000mAh e tela de 6,74"" 90Hz HD.  ";https://www.amazon.com.br/Smartfone-Xiaomi-armazenamento-processador-bateria/dp/B0CNR4XBY7/ref=sr_1_24?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-24&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,6;em até 12x de R$ 84,00 com juros;84,0;900,0;Amazon;23/11/2024 13:11:44;632
Smartphone Samsung Galaxy A15 4G 128GB - Azul Claro  ;https://www.amazon.com.br/Smartphone-Samsung-Galaxy-A15-128GB/dp/B0CRWQKMND/ref=cs_sr_dp_1?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-25&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,7;em até 10x de R$ 79,97 sem juros;79,97;798,98;Amazon;23/11/2024 13:11:44;1.583
Smartphone Motorola Razr 40 5G 256 GB 8 GB RAM verde sálvia  ;https://www.amazon.com.br/Smartphone-Motorola-Razr-256GB-Green/dp/B0CD2WW8CT/ref=sr_1_26?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-26;4,5;Esse item não tem opção de parcelamento;0,0;0,0;Amazon;23/11/2024 13:11:44;180
Smartphone Motorola Moto g35 5G - 256GB 12GB Ram Boost AI Camera 50MP NFC Cinza - Vegan Leather  ;https://www.amazon.com.br/Smartphone-Motorola-Moto-g35-5G/dp/B0DHWF5G76/ref=sr_1_27?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-27&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;5,0;em até 12x de R$ 139,90 com juros;139,9;1499,0;Amazon;23/11/2024 13:11:44;1
"Samsung Galaxy A35 5G, Câmera Tripla Traseira de até 50MP, Selfie de 13MP, Nightography, Apagador de objetos, Design em vidro e IP67, Tela Super AMOLED de 6.6"" 120Hz Vision Booster, 128GB - Rosa  ";https://www.amazon.com.br/Samsung-Traseira-Nightography-Apagador-objetos/dp/B0CX25574N/ref=cs_sr_dp_1?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-28&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,7;em até 10x de R$ 142,90 sem juros;142,9;1429,0;Amazon;23/11/2024 13:11:44;742
Smartphone Moto G14 128GB 4GB RAM Grafite  ;https://www.amazon.com.br/Smartphone-Moto-G14-128GB-Grafite/dp/B0CD2VXCH9/ref=sr_1_29?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-29&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,6;em até 12x de R$ 74,57 com juros;74,57;799,0;Amazon;23/11/2024 13:11:44;1.759
Smartphone Motorola Moto g75 5G 256GB 16GB Ram Boost 50MP Sony Lytia 600 Camera Moto AI Ultrarresistencia militar - Preto  ;https://www.amazon.com.br/Smartphone-Motorola-Camera-Ultrarresistencia-militar/dp/B0DK81KPY6/ref=sr_1_30?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-30&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;0;em até 10x de R$ 229,90 sem juros;229,9;2299,0;Amazon;23/11/2024 13:11:44;0
Smartphone Samsung Galaxy A25 5G 256GB - Azul  ;https://www.amazon.com.br/Smartphone-Samsung-Galaxy-A25-256GB/dp/B0CRWY5FDV/ref=cs_sr_dp_1?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-31&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,8;em até 12x de R$ 138,04 com juros;138,04;1479,0;Amazon;23/11/2024 13:11:44;446
"Smartphone Xiaomi POCO C65 6GB+128GB MediaTek Helio G85 Octa Core 5000mAh 6.74"" 90Hz HD+ display 50MP Camera NFC  ";https://www.amazon.com.br/Smartphone-Xiaomi-C65-MediaTek-5000mAh/dp/B0CMRV3KWB/ref=sr_1_32?dib=eyJ2IjoiMSJ9.BLIgEIINtzYc2maW6dJiJsX2uea3IB2kcTbH7cL-io42jCQfOjNSuIbLz0xfWJvss0tdkyMYi_ldKKwYktlyE1yxENWe0WoHSKzZ2qyrVdoaZhjPG6omRxxbScePRP5lYeB0j3GRNGRVprUqSgl9xvz7lMdQLXkAhezqD2jrCdCnHEoyD-vPtWgzRB8ep_dfzwtX1hsaRk9rLY4jS3ln05tfPNktC3U5wm7TVJtyOWRkoWXh5U_dJ5QPanlzXp23cwoaOxHtw60D_xHogtY_u4vwn5b8I3egrD9G62k8RKI.1kk9r2EQD-0v1eyQGm_Q9VgvKUW3t9BXzUaMkV2lx-c&dib_tag=se&keywords=moto+g54+256gb&qid=1732378274&sr=8-32&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,5;em até 12x de R$ 79,32 com juros;79,32;849,89;Amazon;23/11/2024 13:11:44;693
